,WK_CODE,Country,Time,2017,2018,2019
10171,WK177410,Wijk 10 Denekamp,biggest party name,2.0,2.0,2.0
10180,WK177411,Wijk 11 Lattrop Breklenkamp,act ind per,0.728863,0.6642319999999999,0.599601
10181,WK177411,Wijk 11 Lattrop Breklenkamp,act ega per,0.0830904,0.07242169999999999,0.061752999999999995
10182,WK177411,Wijk 11 Lattrop Breklenkamp,act col per,0.058309,0.06999119999999999,0.0816733
10183,WK177411,Wijk 11 Lattrop Breklenkamp,act fat per,0.113703,0.178365,0.24302800000000002
10186,WK177411,Wijk 11 Lattrop Breklenkamp,biggest party,0.5320699999999999,0.516035,0.5
10187,WK177411,Wijk 11 Lattrop Breklenkamp,biggest party name,2.0,2.0,2.0
10196,WK177412,Wijk 12 Tilligte,act ind per,0.769616,0.769616,0.769616
10197,WK177412,Wijk 12 Tilligte,act ega per,0.0651085,0.0651085,0.0651085
10198,WK177412,Wijk 12 Tilligte,act col per,0.0584307,0.0584307,0.0584307
10199,WK177412,Wijk 12 Tilligte,act fat per,0.08514189999999999,0.08514189999999999,0.08514189999999999
10202,WK177412,Wijk 12 Tilligte,biggest party,0.5609350000000001,0.5609350000000001,0.5609350000000001
10203,WK177412,Wijk 12 Tilligte,biggest party name,2.0,2.0,2.0
10212,WK177413,Wijk 13 Agelo,act ind per,0.794492,0.794492,0.794492
10213,WK177413,Wijk 13 Agelo,act ega per,0.08474580000000001,0.08474580000000001,0.08474580000000001
10214,WK177413,Wijk 13 Agelo,act col per,0.027542400000000005,0.027542400000000005,0.027542400000000005
10215,WK177413,Wijk 13 Agelo,act fat per,0.0720339,0.0720339,0.0720339
10218,WK177413,Wijk 13 Agelo,biggest party,0.49364399999999997,0.49364399999999997,0.49364399999999997
10219,WK177413,Wijk 13 Agelo,biggest party name,2.0,2.0,2.0
10228,WK177414,Wijk 14 Noord Deurningen,act ind per,0.678523,0.643183,0.607843
10229,WK177414,Wijk 14 Noord Deurningen,act ega per,0.0642955,0.0702741,0.07625269999999999
10230,WK177414,Wijk 14 Noord Deurningen,act col per,0.112175,0.09312460000000002,0.0740741
10231,WK177414,Wijk 14 Noord Deurningen,act fat per,0.123119,0.167224,0.211329
10234,WK177414,Wijk 14 Noord Deurningen,biggest party,0.465116,0.47112,0.477124
10235,WK177414,Wijk 14 Noord Deurningen,biggest party name,2.0,2.0,2.0
10244,WK177415,Wijk 15 Ootmarsum,act ind per,0.617448,0.5683159999999999,0.519184
10245,WK177415,Wijk 15 Ootmarsum,act ega per,0.15767799999999998,0.145369,0.13306099999999998
10246,WK177415,Wijk 15 Ootmarsum,act col per,0.089891,0.0943332,0.0987755
10247,WK177415,Wijk 15 Ootmarsum,act fat per,0.10256400000000002,0.15617999999999999,0.209796
10250,WK177415,Wijk 15 Ootmarsum,biggest party,0.325081,0.324989,0.324898
10251,WK177415,Wijk 15 Ootmarsum,biggest party name,2.0,2.0,2.0
10260,WK177416,Wijk 16 Weerselo,act ind per,0.6299020000000001,0.6299020000000001,0.6299020000000001
10261,WK177416,Wijk 16 Weerselo,act ega per,0.128431,0.128431,0.128431
10262,WK177416,Wijk 16 Weerselo,act col per,0.0764706,0.0764706,0.0764706
10263,WK177416,Wijk 16 Weerselo,act fat per,0.134804,0.134804,0.134804
10266,WK177416,Wijk 16 Weerselo,biggest party,0.346569,0.346569,0.346569
10267,WK177416,Wijk 16 Weerselo,biggest party name,2.0,2.0,2.0
10276,WK177417,Wijk 17 Rossum,act ind per,0.67033,0.67033,0.67033
10277,WK177417,Wijk 17 Rossum,act ega per,0.12605,0.12605,0.12605
10278,WK177417,Wijk 17 Rossum,act col per,0.07886230000000001,0.07886230000000001,0.07886230000000001
10279,WK177417,Wijk 17 Rossum,act fat per,0.10084,0.10084,0.10084
10282,WK177417,Wijk 17 Rossum,biggest party,0.474467,0.474467,0.474467
10283,WK177417,Wijk 17 Rossum,biggest party name,2.0,2.0,2.0
10292,WK177418,Wijk 18 Saasveld,act ind per,0.69025,0.677255,0.6642600000000001
10293,WK177418,Wijk 18 Saasveld,act ega per,0.08024160000000001,0.0744168,0.068592
10294,WK177418,Wijk 18 Saasveld,act col per,0.050906,0.0404951,0.0300842
10295,WK177418,Wijk 18 Saasveld,act fat per,0.152718,0.182255,0.21179299999999998
10298,WK177418,Wijk 18 Saasveld,biggest party,0.484038,0.5037520000000001,0.523466
10299,WK177418,Wijk 18 Saasveld,biggest party name,2.0,2.0,2.0
10308,WK177419,Wijk 19 Deurningen,act ind per,0.654331,0.654331,0.654331
10309,WK177419,Wijk 19 Deurningen,act ega per,0.10393699999999999,0.10393699999999999,0.10393699999999999
10310,WK177419,Wijk 19 Deurningen,act col per,0.06377949999999999,0.06377949999999999,0.06377949999999999
10311,WK177419,Wijk 19 Deurningen,act fat per,0.137008,0.137008,0.137008
10314,WK177419,Wijk 19 Deurningen,biggest party,0.408661,0.408661,0.408661
10315,WK177419,Wijk 19 Deurningen,biggest party name,2.0,2.0,2.0
10324,WK177420,Wijk 20 Nutter,act ind per,nan,nan,nan
10325,WK177420,Wijk 20 Nutter,act ega per,nan,nan,nan
10326,WK177420,Wijk 20 Nutter,act col per,nan,nan,nan
10327,WK177420,Wijk 20 Nutter,act fat per,nan,nan,nan
10330,WK177420,Wijk 20 Nutter,biggest party,nan,nan,nan
10331,WK177420,Wijk 20 Nutter,biggest party name,nan,nan,nan
10340,WK177421,Wijk 21 Oud Ootmarsum,act ind per,nan,nan,nan
10341,WK177421,Wijk 21 Oud Ootmarsum,act ega per,nan,nan,nan
10342,WK177421,Wijk 21 Oud Ootmarsum,act col per,nan,nan,nan
10343,WK177421,Wijk 21 Oud Ootmarsum,act fat per,nan,nan,nan
10346,WK177421,Wijk 21 Oud Ootmarsum,biggest party,nan,nan,nan
10347,WK177421,Wijk 21 Oud Ootmarsum,biggest party name,nan,nan,nan
10356,WK022101,Wijk 01,act ind per,0.321206,0.301669,0.282132
10357,WK022101,Wijk 01,act ega per,0.281086,0.30041799999999996,0.319749
10358,WK022101,Wijk 01,act col per,0.21255900000000003,0.203772,0.194984
10359,WK022101,Wijk 01,act fat per,0.144281,0.154272,0.16426300000000002
10362,WK022101,Wijk 01,biggest party,0.191627,0.169168,0.146708
10363,WK022101,Wijk 01,biggest party name,1.0,1.0,1.0
10372,WK022201,Wijk 01 Doetinchem Centrum,act ind per,0.38147600000000004,0.331264,0.281053
10373,WK022201,Wijk 01 Doetinchem Centrum,act ega per,0.266876,0.24028000000000002,0.213684
10374,WK022201,Wijk 01 Doetinchem Centrum,act col per,0.171743,0.194819,0.21789499999999998
10375,WK022201,Wijk 01 Doetinchem Centrum,act fat per,0.136892,0.18476199999999998,0.232632
10378,WK022201,Wijk 01 Doetinchem Centrum,biggest party,0.241758,0.191932,0.16
10379,WK022201,Wijk 01 Doetinchem Centrum,biggest party name,1.0,1.0,12.0
10388,WK022202,Wijk 02,act ind per,0.320889,0.255015,0.189142
10389,WK022202,Wijk 02,act ega per,0.238814,0.227989,0.21716300000000002
10390,WK022202,Wijk 02,act col per,0.228555,0.222859,0.21716300000000002
10391,WK022202,Wijk 02,act fat per,0.16585899999999998,0.232667,0.299475
10394,WK022202,Wijk 02,biggest party,0.158165,0.140378,0.17688299999999998
10395,WK022202,Wijk 02,biggest party name,5.0,5.0,12.0
10404,WK022203,Wijk 03,act ind per,0.345067,0.363169,0.381271
10405,WK022203,Wijk 03,act ega per,0.25937899999999997,0.23754899999999998,0.215719
10406,WK022203,Wijk 03,act col per,0.203335,0.188624,0.173913
10407,WK022203,Wijk 03,act fat per,0.143122,0.156845,0.170569
10410,WK022203,Wijk 03,biggest party,0.18944,0.159937,0.173913
10411,WK022203,Wijk 03,biggest party name,1.0,1.0,2.0
10420,WK022204,Wijk 04,act ind per,0.39114,0.39114,0.39114
10421,WK022204,Wijk 04,act ega per,0.257304,0.257304,0.257304
10422,WK022204,Wijk 04,act col per,0.160697,0.160697,0.160697
10423,WK022204,Wijk 04,act fat per,0.160226,0.160226,0.160226
10426,WK022204,Wijk 04,biggest party,0.24222399999999997,0.24222399999999997,0.24222399999999997
10427,WK022204,Wijk 04,biggest party name,1.0,1.0,1.0
10436,WK022205,Wijk 05,act ind per,0.37716,0.37716,0.37716
10437,WK022205,Wijk 05,act ega per,0.26179,0.26179,0.26179
10438,WK022205,Wijk 05,act col per,0.19384200000000001,0.19384200000000001,0.19384200000000001
10439,WK022205,Wijk 05,act fat per,0.132129,0.132129,0.132129
10442,WK022205,Wijk 05,biggest party,0.208393,0.208393,0.208393
10443,WK022205,Wijk 05,biggest party name,1.0,1.0,1.0
10452,WK022206,Wijk 06,act ind per,0.40734699999999996,0.382407,0.357466
10453,WK022206,Wijk 06,act ega per,0.268504,0.255293,0.242081
10454,WK022206,Wijk 06,act col per,0.184765,0.183257,0.18175
10455,WK022206,Wijk 06,act fat per,0.0929227,0.12640099999999999,0.159879
10458,WK022206,Wijk 06,biggest party,0.254457,0.213956,0.173454
10459,WK022206,Wijk 06,biggest party name,1.0,1.0,1.0
10468,WK022207,Wijk 07,act ind per,0.389106,0.377767,0.36642800000000003
10469,WK022207,Wijk 07,act ega per,0.26426900000000003,0.24881799999999998,0.23336700000000002
10470,WK022207,Wijk 07,act col per,0.178004,0.17242000000000002,0.16683699999999999
10471,WK022207,Wijk 07,act fat per,0.13005,0.151002,0.171955
10474,WK022207,Wijk 07,biggest party,0.260881,0.22511799999999998,0.189355
10475,WK022207,Wijk 07,biggest party name,1.0,1.0,1.0
10484,WK022208,Wijk 08,act ind per,0.37716,0.37716,0.37716
10485,WK022208,Wijk 08,act ega per,0.26179,0.26179,0.26179
10486,WK022208,Wijk 08,act col per,0.19384200000000001,0.19384200000000001,0.19384200000000001
10487,WK022208,Wijk 08,act fat per,0.132129,0.132129,0.132129
10490,WK022208,Wijk 08,biggest party,0.208393,0.208393,0.208393
10491,WK022208,Wijk 08,biggest party name,1.0,1.0,1.0
10500,WK022209,Wijk 09,act ind per,0.33165300000000003,0.337629,0.343604
10501,WK022209,Wijk 09,act ega per,0.23963600000000002,0.220637,0.201638
10502,WK022209,Wijk 09,act col per,0.190863,0.18220999999999998,0.173557
10503,WK022209,Wijk 09,act fat per,0.193627,0.206798,0.219969
10506,WK022209,Wijk 09,biggest party,0.185336,0.161701,0.177847
10507,WK022209,Wijk 09,biggest party name,1.0,1.0,2.0
10516,WK022211,Wijk 11 Buitengebied Doetinchem,act ind per,0.39627199999999996,0.39627199999999996,0.39627199999999996
10517,WK022211,Wijk 11 Buitengebied Doetinchem,act ega per,0.21880100000000002,0.21880100000000002,0.21880100000000002
10518,WK022211,Wijk 11 Buitengebied Doetinchem,act col per,0.19813599999999998,0.19813599999999998,0.19813599999999998
10519,WK022211,Wijk 11 Buitengebied Doetinchem,act fat per,0.140194,0.140194,0.140194
10522,WK022211,Wijk 11 Buitengebied Doetinchem,biggest party,0.200567,0.200567,0.200567
10523,WK022211,Wijk 11 Buitengebied Doetinchem,biggest party name,1.0,1.0,1.0
10532,WK022231,Wijk 31 Wehl,act ind per,0.47855299999999995,0.449956,0.42135900000000004
10533,WK022231,Wijk 31 Wehl,act ega per,0.164491,0.145676,0.126861
10534,WK022231,Wijk 31 Wehl,act col per,0.164491,0.162504,0.160518
10535,WK022231,Wijk 31 Wehl,act fat per,0.154047,0.203561,0.25307399999999997
10538,WK022231,Wijk 31 Wehl,biggest party,0.236852,0.255818,0.277023
10539,WK022231,Wijk 31 Wehl,biggest party name,1.0,2.0,2.0
10548,WK076601,Dongen,act ind per,0.392509,0.356118,0.319727
10549,WK076601,Dongen,act ega per,0.231134,0.21502399999999997,0.198913
10550,WK076601,Dongen,act col per,0.174296,0.178137,0.181979
10551,WK076601,Dongen,act fat per,0.148591,0.179249,0.20990799999999998
10554,WK076601,Dongen,biggest party,0.255326,0.21568299999999999,0.176039
10555,WK076601,Dongen,biggest party name,1.0,1.0,1.0
10564,WK076602,s Gravenmoer,act ind per,0.48598100000000005,0.43331000000000003,0.380639
10565,WK076602,s Gravenmoer,act ega per,0.164486,0.176698,0.18891
10566,WK076602,s Gravenmoer,act col per,0.11838,0.109472,0.100564
10567,WK076602,s Gravenmoer,act fat per,0.164486,0.20959299999999997,0.25469899999999995
10570,WK076602,s Gravenmoer,biggest party,0.248598,0.198547,0.19078900000000001
10571,WK076602,s Gravenmoer,biggest party name,1.0,1.0,2.0
10580,WK005800,Dokkum,act ind per,0.504289,0.459537,0.41478400000000004
10581,WK005800,Dokkum,act ega per,0.166123,0.1401,0.114077
10582,WK005800,Dokkum,act col per,0.169506,0.149777,0.130048
10583,WK005800,Dokkum,act fat per,0.121421,0.162695,0.20397
10586,WK005800,Dokkum,biggest party,0.283074,0.255614,0.228154
10587,WK005800,Dokkum,biggest party name,2.0,2.0,2.0
10596,WK005801,Metslawier,act ind per,0.538381,0.538381,0.538381
10597,WK005801,Metslawier,act ega per,0.132492,0.132492,0.132492
10598,WK005801,Metslawier,act col per,0.138801,0.138801,0.138801
10599,WK005801,Metslawier,act fat per,0.149317,0.149317,0.149317
10602,WK005801,Metslawier,biggest party,0.35541500000000004,0.35541500000000004,0.35541500000000004
10603,WK005801,Metslawier,biggest party name,2.0,2.0,2.0
10612,WK005802,Ee Zuidoost,act ind per,0.526932,0.526932,0.526932
10613,WK005802,Ee Zuidoost,act ega per,0.14285699999999998,0.14285699999999998,0.14285699999999998
10614,WK005802,Ee Zuidoost,act col per,0.11007,0.11007,0.11007
10615,WK005802,Ee Zuidoost,act fat per,0.180328,0.180328,0.180328
10618,WK005802,Ee Zuidoost,biggest party,0.351288,0.351288,0.351288
10619,WK005802,Ee Zuidoost,biggest party name,2.0,2.0,2.0
10628,WK005803,Anjum Noordoost,act ind per,0.533814,0.533814,0.533814
10629,WK005803,Anjum Noordoost,act ega per,0.0946799,0.0946799,0.0946799
10630,WK005803,Anjum Noordoost,act col per,0.12624000000000002,0.12624000000000002,0.12624000000000002
10631,WK005803,Anjum Noordoost,act fat per,0.206492,0.206492,0.206492
10634,WK005803,Anjum Noordoost,biggest party,0.356177,0.356177,0.356177
10635,WK005803,Anjum Noordoost,biggest party name,2.0,2.0,2.0
10644,WK005804,Oosternijkerk Noordwest,act ind per,0.572917,0.49267299999999997,0.412429
10645,WK005804,Oosternijkerk Noordwest,act ega per,0.109375,0.0928231,0.0762712
10646,WK005804,Oosternijkerk Noordwest,act col per,0.11458299999999999,0.09119,0.0677966
10647,WK005804,Oosternijkerk Noordwest,act fat per,0.157986,0.191987,0.225989
10650,WK005804,Oosternijkerk Noordwest,biggest party,0.378472,0.329067,0.279661
10651,WK005804,Oosternijkerk Noordwest,biggest party name,2.0,2.0,2.0
10660,WK005805,Ternaard,act ind per,0.476314,0.415458,0.354601
10661,WK005805,Ternaard,act ega per,0.131733,0.110652,0.0895706
10662,WK005805,Ternaard,act col per,0.16547699999999999,0.155745,0.146012
10663,WK005805,Ternaard,act fat per,0.18429600000000002,0.227731,0.27116599999999996
10666,WK005805,Ternaard,biggest party,0.296561,0.267912,0.23926399999999998
10667,WK005805,Ternaard,biggest party name,2.0,2.0,2.0
10676,WK005806,Holwerd,act ind per,0.439637,0.365507,0.291378
10677,WK005806,Holwerd,act ega per,0.1612,0.133623,0.106046
10678,WK005806,Holwerd,act col per,0.182833,0.162774,0.142716
10679,WK005806,Holwerd,act fat per,0.178646,0.221137,0.263627
10682,WK005806,Holwerd,biggest party,0.245639,0.203592,0.20019800000000001
10683,WK005806,Holwerd,biggest party name,2.0,2.0,12.0
10692,WK005807,Hantum,act ind per,0.530752,0.45706899999999995,0.383387
10693,WK005807,Hantum,act ega per,0.182232,0.151819,0.121406
10694,WK005807,Hantum,act col per,0.145786,0.136791,0.127796
10695,WK005807,Hantum,act fat per,0.09794989999999999,0.154406,0.21086300000000002
10698,WK005807,Hantum,biggest party,0.348519,0.30525,0.261981
10699,WK005807,Hantum,biggest party name,2.0,2.0,2.0
10708,WK050501,Wijk 01 Binnenstad,act ind per,0.30213,0.275512,0.248894
10709,WK050501,Wijk 01 Binnenstad,act ega per,0.373628,0.369738,0.365848
10710,WK050501,Wijk 01 Binnenstad,act col per,0.153325,0.150864,0.148403
10711,WK050501,Wijk 01 Binnenstad,act fat per,0.125726,0.16028299999999998,0.19484
10714,WK050501,Wijk 01 Binnenstad,biggest party,0.198677,0.17169700000000002,0.15626500000000002
10715,WK050501,Wijk 01 Binnenstad,biggest party name,1.0,1.0,6.0
10724,WK050502,Wijk 02 Noordflank,act ind per,0.260329,0.239298,0.218268
10725,WK050502,Wijk 02 Noordflank,act ega per,0.411731,0.40483600000000003,0.397942
10726,WK050502,Wijk 02 Noordflank,act col per,0.166426,0.158899,0.151372
10727,WK050502,Wijk 02 Noordflank,act fat per,0.11644000000000002,0.148057,0.179674
10730,WK050502,Wijk 02 Noordflank,biggest party,0.160358,0.138927,0.153516
10731,WK050502,Wijk 02 Noordflank,biggest party name,1.0,1.0,6.0
10740,WK050503,Wijk 03 Oud Krispijn,act ind per,0.208188,0.201076,0.193964
10741,WK050503,Wijk 03 Oud Krispijn,act ega per,0.319521,0.301793,0.284066
10742,WK050503,Wijk 03 Oud Krispijn,act col per,0.147529,0.136126,0.124723
10743,WK050503,Wijk 03 Oud Krispijn,act fat per,0.260859,0.299759,0.33866
10746,WK050503,Wijk 03 Oud Krispijn,biggest party,0.216675,0.166926,0.182423
10747,WK050503,Wijk 03 Oud Krispijn,biggest party name,3.0,3.0,12.0
10756,WK050504,Wijk 04 Nieuw krispijn,act ind per,0.217455,0.20683,0.196205
10757,WK050504,Wijk 04 Nieuw krispijn,act ega per,0.399818,0.37045700000000004,0.341095
10758,WK050504,Wijk 04 Nieuw krispijn,act col per,0.133455,0.13831,0.14316500000000001
10759,WK050504,Wijk 04 Nieuw krispijn,act fat per,0.19381800000000002,0.228431,0.263044
10762,WK050504,Wijk 04 Nieuw krispijn,biggest party,0.13709100000000002,0.12003,0.11772300000000001
10763,WK050504,Wijk 04 Nieuw krispijn,biggest party name,3.0,6.0,13.0
10772,WK050505,Wijk 05 Het Reeland,act ind per,0.287648,0.264112,0.24057699999999999
10773,WK050505,Wijk 05 Het Reeland,act ega per,0.34489699999999995,0.341843,0.33879000000000004
10774,WK050505,Wijk 05 Het Reeland,act col per,0.14996900000000002,0.148428,0.14688800000000002
10775,WK050505,Wijk 05 Het Reeland,act fat per,0.170037,0.195938,0.22183899999999998
10778,WK050505,Wijk 05 Het Reeland,biggest party,0.15199100000000001,0.138544,0.147965
10779,WK050505,Wijk 05 Het Reeland,biggest party name,1.0,6.0,6.0
10788,WK050506,Wijk 06 Staart,act ind per,0.239869,0.20637199999999997,0.172875
10789,WK050506,Wijk 06 Staart,act ega per,0.248631,0.24274899999999996,0.236867
10790,WK050506,Wijk 06 Staart,act col per,0.177072,0.169243,0.161414
10791,WK050506,Wijk 06 Staart,act fat per,0.26798099999999997,0.31498400000000004,0.361987
10794,WK050506,Wijk 06 Staart,biggest party,0.23731300000000002,0.1922,0.186246
10795,WK050506,Wijk 06 Staart,biggest party name,3.0,3.0,12.0
10804,WK050507,Wijk 07 Wielwijk,act ind per,0.233025,0.21933200000000003,0.20563800000000002
10805,WK050507,Wijk 07 Wielwijk,act ega per,0.23780700000000002,0.219511,0.201216
10806,WK050507,Wijk 07 Wielwijk,act col per,0.159388,0.15293900000000002,0.14649
10807,WK050507,Wijk 07 Wielwijk,act fat per,0.311444,0.348646,0.385849
10810,WK050507,Wijk 07 Wielwijk,biggest party,0.271278,0.21606999999999998,0.189055
10811,WK050507,Wijk 07 Wielwijk,biggest party name,3.0,3.0,12.0
10820,WK050508,Wijk 08 Crabbehof Zuidhoven,act ind per,0.25361,0.241756,0.22990300000000002
10821,WK050508,Wijk 08 Crabbehof Zuidhoven,act ega per,0.261748,0.246602,0.231456
10822,WK050508,Wijk 08 Crabbehof Zuidhoven,act col per,0.165398,0.162699,0.16
10823,WK050508,Wijk 08 Crabbehof Zuidhoven,act fat per,0.24704600000000002,0.274785,0.30252399999999996
10826,WK050508,Wijk 08 Crabbehof Zuidhoven,biggest party,0.19401400000000002,0.15370599999999998,0.137476
10827,WK050508,Wijk 08 Crabbehof Zuidhoven,biggest party name,3.0,3.0,12.0
10836,WK050509,Wijk 09 Sterrenburg,act ind per,0.344748,0.309501,0.274255
10837,WK050509,Wijk 09 Sterrenburg,act ega per,0.2187,0.208786,0.198872
10838,WK050509,Wijk 09 Sterrenburg,act col per,0.16983499999999999,0.162717,0.155599
10839,WK050509,Wijk 09 Sterrenburg,act fat per,0.211081,0.256363,0.301646
10842,WK050509,Wijk 09 Sterrenburg,biggest party,0.183224,0.153069,0.18045799999999998
10843,WK050509,Wijk 09 Sterrenburg,biggest party name,1.0,1.0,12.0
10852,WK050510,Wijk 10 Dubbeldam,act ind per,0.47782700000000006,0.43340500000000004,0.38898299999999997
10853,WK050510,Wijk 10 Dubbeldam,act ega per,0.184473,0.175964,0.167455
10854,WK050510,Wijk 10 Dubbeldam,act col per,0.10877300000000001,0.104065,0.0993579
10855,WK050510,Wijk 10 Dubbeldam,act fat per,0.190057,0.239587,0.289118
10858,WK050510,Wijk 10 Dubbeldam,biggest party,0.281112,0.240252,0.199392
10859,WK050510,Wijk 10 Dubbeldam,biggest party name,1.0,1.0,1.0
10868,WK050511,Wijk 11 Stadspolders,act ind per,0.35634,0.31346,0.270579
10869,WK050511,Wijk 11 Stadspolders,act ega per,0.245317,0.22603600000000001,0.20675500000000002
10870,WK050511,Wijk 11 Stadspolders,act col per,0.13247799999999998,0.135393,0.13830699999999999
10871,WK050511,Wijk 11 Stadspolders,act fat per,0.20785599999999999,0.258031,0.308206
10874,WK050511,Wijk 11 Stadspolders,biggest party,0.218754,0.177567,0.190574
10875,WK050511,Wijk 11 Stadspolders,biggest party name,1.0,1.0,12.0
10884,WK050519,Wijk 19 Industriegebied West,act ind per,0.429435,0.362693,0.29595
10885,WK050519,Wijk 19 Industriegebied West,act ega per,0.13911300000000001,0.133419,0.127726
10886,WK050519,Wijk 19 Industriegebied West,act col per,0.11088699999999999,0.133325,0.155763
10887,WK050519,Wijk 19 Industriegebied West,act fat per,0.27822600000000003,0.322913,0.367601
